Like 	
Harvey Icon.png Harvey
   Leah Icon.png Leah
   Linus Icon.png Linus
Neutral 	
Abigail Icon.png Abigail
   Alex Icon.png Alex
   Clint Icon.png Clint
   Demetrius Icon.png Demetrius
   Emily Icon.png Emily
   Evelyn Icon.png Evelyn
   George Icon.png George
   Gus Icon.png Gus
   Kent Icon.png Kent
   Lewis Icon.png Lewis
   Marnie Icon.png Marnie
   Maru Icon.png Maru
   Pam Icon.png Pam
   Penny Icon.png Penny
   Robin Icon.png Robin
   Sandy Icon.png Sandy
Dislike 	
Caroline Icon.png Caroline
   Dwarf Icon.png Dwarf
   Elliott Icon.png Elliott
   Haley Icon.png Haley
   Jas Icon.png Jas
   Jodi Icon.png Jodi
   Krobus Icon.png Krobus
   Pierre Icon.png Pierre
   Sam Icon.png Sam
   Sebastian Icon.png Sebastian
   Shane Icon.png Shane
   Vincent Icon.png Vincent
   Willy Icon.png Willy
   Wizard Icon.png Wizard
