Like 	
Alex Icon.png Alex
   Caroline Icon.png Caroline
   Clint Icon.png Clint
   Demetrius Icon.png Demetrius
   Dwarf Icon.png Dwarf
   Elliott Icon.png Elliott
   Emily Icon.png Emily
   George Icon.png George
   Gus Icon.png Gus
   Harvey Icon.png Harvey
   Kent Icon.png Kent
   Krobus Icon.png Krobus
   Leah Icon.png Leah
   Lewis Icon.png Lewis
   Linus Icon.png Linus
   Marnie Icon.png Marnie
   Maru Icon.png Maru
   Pam Icon.png Pam
   Penny Icon.png Penny
   Robin Icon.png Robin
   Sandy Icon.png Sandy
   Sebastian Icon.png Sebastian
   Shane Icon.png Shane
   Willy Icon.png Willy
   Wizard Icon.png Wizard
Dislike 	
Abigail Icon.png Abigail
   Haley Icon.png Haley
   Jas Icon.png Jas
   Jodi Icon.png Jodi
   Sam Icon.png Sam
   Vincent Icon.png Vincent
Hate 	
Evelyn Icon.png Evelyn
   Pierre Icon.png Pierre
