Like 	
Harvey Icon.png Harvey
   Leah Icon.png Leah
   Linus Icon.png Linus
   Penny Icon.png Penny
   Pierre Icon.png Pierre
Neutral 	
Abigail Icon.png Abigail
   Alex Icon.png Alex
   Clint Icon.png Clint
   Demetrius Icon.png Demetrius
   Emily Icon.png Emily
   Evelyn Icon.png Evelyn
   Gus Icon.png Gus
   Kent Icon.png Kent
   Lewis Icon.png Lewis
   Marnie Icon.png Marnie
   Maru Icon.png Maru
   Pam Icon.png Pam
   Robin Icon.png Robin
   Sandy Icon.png Sandy
Dislike 	
Caroline Icon.png Caroline
   Dwarf Icon.png Dwarf
   Elliott Icon.png Elliott
   Haley Icon.png Haley
   Jas Icon.png Jas
   Krobus Icon.png Krobus
   Leo Icon.png Leo
   Sam Icon.png Sam
   Sebastian Icon.png Sebastian
   Shane Icon.png Shane
   Vincent Icon.png Vincent
   Willy Icon.png Willy
   Wizard Icon.png Wizard
Hate 	
George Icon.png George
   Jodi Icon.png Jodi
